idx,Variable,Unit,r21m42,r21m42_unit,factor,Comment,Category,Definition,available,source,quality,useful
1065,Primary Energy|Biomass|Modern|w/ CCS,EJ/yr,PE|Biomass|w/ CCS,EJ/yr,,,Energy,"purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass primary energy consumption used in combination with CCS",yes,endogenous,high,no
1066,Primary Energy|Biomass|Modern|w/o CCS,EJ/yr,PE|Biomass|w/o CCS,EJ/yr,,,Energy,"purpose-grown bioenergy crops, crop and forestry residue bioenergy, municipal solid waste bioenergy, traditional biomass primary energy consumption without CCS",yes,endogenous,high,no
1067,Primary Energy|Biomass|Residues,EJ/yr,PE|Biomass|Residues,EJ/yr,,,Energy,biomass primary energy from residues,yes,endogenous,high,no
1068,Primary Energy|Biomass|Solids,EJ/yr,PE|Biomass|Solids,EJ/yr,,,Energy,primary energy input to the fuel conversion sector,yes,endogenous,high,no
1069,Primary Energy|Biomass|Traditional,EJ/yr,PE|Biomass|Traditional,EJ/yr,,,Energy,traditional biomass primary energy consumption,yes,endogenous,high,no
1070,Primary Energy|Coal,EJ/yr,PE|+|Coal,EJ/yr,,,Energy,coal primary energy consumption,yes,endogenous,high,no
1071,Primary Energy|Coal|Electricity,EJ/yr,PE|Coal|Electricity,EJ/yr,,,Energy,coal primary energy input to electricity generation,yes,endogenous,high,no
1072,Primary Energy|Coal|Electricity|w/ CCS,EJ/yr,PE|Coal|Electricity|w/ CCS,EJ/yr,,,Energy,coal primary energy input to electricity generation used in combination with CCS,yes,endogenous,high,no
1073,Primary Energy|Coal|Electricity|w/o CCS,EJ/yr,PE|Coal|Electricity|w/o CCS,EJ/yr,,,Energy,coal primary energy input to electricity generation without CCS,yes,endogenous,high,no
1074,Primary Energy|Coal|Gases,EJ/yr,PE|Coal|Gases,EJ/yr,,,Energy,primary energy input to the fuel conversion sector,yes,endogenous,high,no
1075,Primary Energy|Coal|Hydrogen,EJ/yr,PE|Coal|Hydrogen,EJ/yr,,,Energy,primary energy input to the fuel conversion sector,yes,endogenous,high,no
1076,Primary Energy|Coal|Liquids,EJ/yr,PE|Coal|Liquids,EJ/yr,,,Energy,primary energy input to the fuel conversion sector,yes,endogenous,high,no
1077,Primary Energy|Coal|Solids,EJ/yr,PE|Coal|Solids,EJ/yr,,,Energy,primary energy input to the fuel conversion sector,yes,endogenous,high,no
1078,Primary Energy|Coal|w/ CCS,EJ/yr,PE|Coal|w/ CCS,EJ/yr,,,Energy,coal primary energy consumption used in combination with CCS,yes,endogenous,high,no
1079,Primary Energy|Coal|w/o CCS,EJ/yr,PE|Coal|w/o CCS,EJ/yr,,,Energy,coal primary energy consumption without CCS,yes,endogenous,high,no
1080,Primary Energy|Fossil,EJ/yr,PE|Fossil,EJ/yr,,,Energy,"coal, gas, conventional and unconventional oil primary energy consumption",yes,endogenous,high,no
1081,Primary Energy|Fossil|w/ CCS,EJ/yr,PE|Fossil|w/ CCS,EJ/yr,,,Energy,"coal, gas, conventional and unconventional oil primary energy consumption used in combination with CCS",yes,endogenous,high,no
1082,Primary Energy|Fossil|w/o CCS,EJ/yr,PE|Fossil|w/o CCS,EJ/yr,,,Energy,"coal, gas, conventional and unconventional oil primary energy consumption without CCS",yes,endogenous,high,no
1083,Primary Energy|Gas,EJ/yr,PE|+|Gas,EJ/yr,,,Energy,gas primary energy consumption,yes,endogenous,high,no
1084,Primary Energy|Gas|Electricity,EJ/yr,PE|Gas|Electricity,EJ/yr,,,Energy,gas primary energy input to electricity generation,yes,endogenous,high,no
1085,Primary Energy|Gas|Electricity|w/ CCS,EJ/yr,PE|Gas|Electricity|w/ CCS,EJ/yr,,,Energy,gas primary energy input to electricity generation used in combination with CCS,yes,endogenous,high,no
1086,Primary Energy|Gas|Electricity|w/o CCS,EJ/yr,PE|Gas|Electricity|w/o CCS,EJ/yr,,,Energy,gas primary energy input to electricity generation without CCS,yes,endogenous,high,no
1087,Primary Energy|Gas|Gases,EJ/yr,PE|Gas|Gases,EJ/yr,,,Energy,primary energy input to the fuel conversion sector,yes,endogenous,high,no
1088,Primary Energy|Gas|Hydrogen,EJ/yr,PE|Gas|Hydrogen,EJ/yr,,,Energy,primary energy input to the fuel conversion sector,yes,endogenous,high,no
1089,Primary Energy|Gas|Liquids,EJ/yr,PE|Gas|Liquids,EJ/yr,,,Energy,primary energy input to the fuel conversion sector,yes,endogenous,high,no
1090,Primary Energy|Gas|Solids,EJ/yr,,,,,Energy,primary energy input to the fuel conversion sector,,,,no
1091,Primary Energy|Gas|w/ CCS,EJ/yr,PE|Gas|w/ CCS,EJ/yr,,,Energy,gas primary energy consumption used in combination with CCS,yes,endogenous,high,no
1092,Primary Energy|Gas|w/o CCS,EJ/yr,PE|Gas|w/o CCS,EJ/yr,,,Energy,gas primary energy consumption without CCS,yes,endogenous,high,no
1093,Primary Energy|Geothermal,EJ/yr,PE|+|Geothermal,EJ/yr,,,Energy,total geothermal primary energy consumption,yes,endogenous,high,no
1094,Primary Energy|Hydro,EJ/yr,PE|+|Hydro,EJ/yr,,,Energy,total hydro primary energy consumption,yes,endogenous,high,no
1095,Primary Energy|Non-Biomass Renewables,EJ/yr,PE|Non-Biomass Renewables,EJ/yr,,,Energy,"non-biomass renewable primary energy consumption (direct equivalent, includes hydro electricity, wind electricity, geothermal electricity and heat, solar electricity and heat and hydrogen, ocean energy)",yes,endogenous,high,no
1096,Primary Energy|Non-Biomass Renewables|Geothermal,EJ/yr,,,,,Energy,total geothermal primary energy consumption,,,,no
1097,Primary Energy|Non-Biomass Renewables|Hydro,EJ/yr,,,,,Energy,total hydro primary energy consumption,,,,no
1098,Primary Energy|Non-Biomass Renewables|Ocean,EJ/yr,,,,,Energy,total ocean primary energy consumption,,,,no
1099,Primary Energy|Non-Biomass Renewables|Solar,EJ/yr,,,,,Energy,total solar primary energy consumption,,,,no
1100,Primary Energy|Non-Biomass Renewables|Wind,EJ/yr,,,,,Energy,total wind primary energy consumption,,,,no
1101,Primary Energy|Nuclear,EJ/yr,PE|+|Nuclear,EJ/yr,,,Energy,"nuclear primary energy consumption (direct equivalent, includes electricity, heat and hydrogen production from nuclear energy)",yes,endogenous,high,no
1102,Primary Energy|Ocean,EJ/yr,,,,,Energy,total ocean primary energy consumption,,,,no
1103,Primary Energy|Oil,EJ/yr,PE|+|Oil,EJ/yr,,,Energy,conventional & unconventional oil primary energy consumption,yes,endogenous,high,no
1104,Primary Energy|Oil|Electricity,EJ/yr,,EJ/yr,,,Energy,conventional & unconventional oil primary energy input to electricity generation,,,,no
1105,Primary Energy|Oil|Electricity|w/ CCS,EJ/yr,,EJ/yr,,,Energy,conventional & unconventional oil primary energy input to electricity generation used in combination with CCS,,,,no
1106,Primary Energy|Oil|Electricity|w/o CCS,EJ/yr,,EJ/yr,,,Energy,conventional & unconventional oil primary energy input to electricity generation without CCS,,,,no
1107,Primary Energy|Oil|Gases,EJ/yr,,,,,Energy,primary energy input to the fuel conversion sector,,,,no
1108,Primary Energy|Oil|Hydrogen,EJ/yr,,,,,Energy,primary energy input to the fuel conversion sector,,,,no
1109,Primary Energy|Oil|Liquids,EJ/yr,,,,,Energy,primary energy input to the fuel conversion sector,,,,no
1110,Primary Energy|Oil|Solids,EJ/yr,,,,,Energy,primary energy input to the fuel conversion sector,,,,no
1111,Primary Energy|Oil|w/ CCS,EJ/yr,,,,,Energy,conventional & unconventional oil primary energy consumption used in combination with CCS,,,,no
1112,Primary Energy|Oil|w/o CCS,EJ/yr,PE|Oil|w/o CCS,EJ/yr,,,Energy,conventional & unconventional oil primary energy consumption without CCS,yes,endogenous,high,no
1113,Primary Energy|Other,EJ/yr,,,,,Energy,total other primary energy consumption,,,,no
1114,Primary Energy|Secondary Energy Trade,EJ/yr,,,,,Energy,"trade in secondary energy carriers that cannot be unambiguoulsy mapped to one of the existing primary energy categories (e.g. electricity, hydrogen, fossil synfuels, negative means net exports)",,,,no
1115,Primary Energy|Solar,EJ/yr,PE|+|Solar,EJ/yr,,,Energy,total solar primary energy consumption,yes,endogenous,high,no
1116,Primary Energy|Wind,EJ/yr,PE|+|Wind,EJ/yr,,,Energy,total wind primary energy consumption,yes,endogenous,high,no
1117,Reservoir Capacity|Electricity|Storage,GWh,,,,,Energy,"reservoir size of electricity storage technologies (e.g. pumped hydro, compressed air storage, flow batteries)",,,,no
1118,Secondary Energy,EJ/yr,SE,EJ/yr,,,Energy,total secondary energy - the sum of all secondary energy carrier production (for consistency checks),yes,endogenous,high,no
1119,Secondary Energy|Electricity,EJ/yr,SE|Electricity,EJ/yr,,,Energy,total net electricity production,yes,endogenous,high,no
1120,Secondary Energy|Electricity|Biomass,EJ/yr,SE|Electricity|Biomass,EJ/yr,,,Energy,"net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste, biogas",yes,endogenous,high,no
1121,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,SE|Electricity|Biomass|w/ CCS,EJ/yr,,,Energy,"net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste with a CO2 capture component",yes,endogenous,high,no
1122,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,SE|Electricity|Biomass|w/o CCS,EJ/yr,,,Energy,"net electricity production from municipal solid waste, purpose-grown biomass, crop residues, forest industry waste with freely vented CO2 emissions",yes,endogenous,high,no
1123,Secondary Energy|Electricity|Coal,EJ/yr,SE|Electricity|Coal,EJ/yr,,,Energy,net electricity production from coal,yes,endogenous,high,no
1124,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,SE|Electricity|Coal|w/ CCS,EJ/yr,,,Energy,net electricity production from coal with a CO2 capture component,yes,endogenous,high,no
1125,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,SE|Electricity|Coal|w/o CCS,EJ/yr,,,Energy,net electricity production from coal with freely vented CO2 emissions,yes,endogenous,high,no
1126,Secondary Energy|Electricity|Curtailment,EJ/yr,SE|Electricity|Curtailment|WindSolar,EJ/yr,,,Energy,curtailment of electricity production due to oversupply from variable renewable sources (typically from wind and solar),yes,endogenous,medium,no
1127,Secondary Energy|Electricity|Fossil,EJ/yr,,,,,Energy,"net electricity production from coal, gas, conventional and unconventional oil",,,,no
1128,Secondary Energy|Electricity|Fossil|w/ CCS,EJ/yr,TODO,EJ/yr,,,Energy,"net electricity production from coal, gas, conventional and unconventional oil used in combination with CCS",yes,endogenous,high,no
1129,Secondary Energy|Electricity|Fossil|w/o CCS,EJ/yr,TODO,EJ/yr,,,Energy,"net electricity production from coal, gas, conventional and unconventional oil without CCS",yes,endogenous,high,no
1130,Secondary Energy|Electricity|Gas,EJ/yr,SE|Electricity|Gas,EJ/yr,,,Energy,net electricity production from natural gas,yes,endogenous,high,no
1131,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,SE|Electricity|Gas|w/ CCS,EJ/yr,,,Energy,net electricity production from natural gas with a CO2 capture component,yes,endogenous,high,no
1132,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,SE|Electricity|Gas|w/o CCS,EJ/yr,,,Energy,net electricity production from natural gas with freely vented CO2 emissions,yes,endogenous,high,no
1133,Secondary Energy|Electricity|Geothermal,EJ/yr,SE|Electricity|Geothermal,EJ/yr,,,Energy,"net electricity production from all sources of geothermal energy (e.g., hydrothermal, enhanced geothermal systems)",yes,endogenous,high,no
1134,Secondary Energy|Electricity|Hydro,EJ/yr,SE|Electricity|Hydro,EJ/yr,,,Energy,net hydroelectric production,yes,endogenous,high,no
1135,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,SE|Electricity|Non-Biomass Renewables,EJ/yr,,,Energy,"net electricity production from hydro, wind, solar, geothermal, ocean, and other renewable sources (excluding bioenergy). This is a summary category for all the non-biomass renewables.",yes,endogenous,high,no
1136,Secondary Energy|Electricity|Nuclear,EJ/yr,SE|Electricity|Nuclear,EJ/yr,,,Energy,net electricity production from nuclear energy,yes,endogenous,high,no
1137,Secondary Energy|Electricity|Ocean,EJ/yr,,,,,Energy,net electricity production from ocean energy,,,,no
1138,Secondary Energy|Electricity|Oil,EJ/yr,SE|Electricity|Oil,EJ/yr,,,Energy,net electricity production from refined liquid oil products,yes,endogenous,high,no
1139,Secondary Energy|Electricity|Oil|w/ CCS,EJ/yr,,,,,Energy,net electricity production from refined liquids with a CO2 capture component,,,,no
1140,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,SE|Electricity|Oil|w/o CCS,EJ/yr,,,Energy,net electricity production from refined liquids with freely vented CO2 emissions,yes,endogenous,high,no
1141,Secondary Energy|Electricity|Other,EJ/yr,,,,,Energy,net electricity production from sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab),,,,no
1142,Secondary Energy|Electricity|Solar,EJ/yr,SE|Electricity|Solar,EJ/yr,,,Energy,"net electricity production from all sources of solar energy (e.g., PV and concentrating solar power)",yes,endogenous,high,no
1143,Secondary Energy|Electricity|Solar|CSP,EJ/yr,SE|Electricity|Solar|CSP,EJ/yr,,,Energy,net electricity production from concentrating solar power (CSP),yes,endogenous,high,no
1144,Secondary Energy|Electricity|Solar|PV,EJ/yr,SE|Electricity|Solar|PV,EJ/yr,,,Energy,net electricity production from solar photovoltaics (PV),yes,endogenous,high,no
1145,Secondary Energy|Electricity|Storage Losses,EJ/yr,,,,,Energy,losses from electricity storage,,,,no
1146,Secondary Energy|Electricity|Transmission Losses,EJ/yr,,,,,Energy,electricity losses from long-range high-voltage transmission,,,,no
1147,Secondary Energy|Electricity|Wind,EJ/yr,SE|Electricity|Wind,EJ/yr,,,Energy,net electricity production from wind energy (on- and offshore),yes,endogenous,high,no
1148,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,,,,,Energy,net electricity production from offshore wind energy,,,,no
1149,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,,,,,Energy,net electricity production from onshore wind energy,,,,no
1150,Secondary Energy|Gases,EJ/yr,SE|Gases,EJ/yr,,,Energy,"total production of gaseous fuels, including natural gas",yes,endogenous,high,no
1151,Secondary Energy|Gases|Biomass,EJ/yr,SE|Gases|Biomass,EJ/yr,,,Energy,total production of biogas,yes,endogenous,high,no
1152,Secondary Energy|Gases|Coal,EJ/yr,SE|Gases|Coal,EJ/yr,,,Energy,total production of coal gas from coal gasification,yes,endogenous,high,no
